nr_cnpj_entidade,sg_uf,no_ente,dt_mes_bimestre,dt_ano,no_segmento,no_tipo_ativo,pc_cmn,id_ativo,no_fundo,qt_rpps,vl_atual_ativo,vl_total_atual,pc_rpps,vl_patrimonio,pc_patrimonio
29131075000193,RJ,Maricá,9,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,07861554000122,BB PREVIDENCIARIO RENDA FIXA IMA-B FUNDO DE INVESTIMENTO,1468350.1522597210,7.4540576470,10945166.68,1.99,470759535.41,2.33
29131075000193,RJ,Maricá,9,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,3093131.6624736330,3.2698088150,10113949.18,1.84,4688194590.52,0.22
29131075000193,RJ,Maricá,11,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740670000106,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1 TITULOS PUBLICOS RENDA FIXA,3017097.5627693940,4.1953210000,12657692.76,2.17,9480821624.20,0.13
29131075000193,RJ,Maricá,6,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740670000106,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1 TITULOS PUBLICOS RENDA FIXA,63044.7556730000,3.9552030000,249354.81,0.05,8802049921.20,0.00
29131075000193,RJ,Maricá,3,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740658000193,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,928992.9631139400,4.5015030000,4181864.61,0.93,2336633554.24,0.18
29131075000193,RJ,Maricá,11,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,24571992000175,ITAU ACOES DUNAMIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,89035.2429577640,31.7136800000,2823635.2,0.48,1231512203.84,0.23
29131075000193,RJ,Maricá,5,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740670000106,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1 TITULOS PUBLICOS RENDA FIXA,3017097.5627693940,3.9146520000,11810887.01,2.45,8668126500.91,0.14
29131075000193,RJ,Maricá,5,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740658000193,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,63990.4730470000,4.6718250000,298952.29,0.06,2354627354.78,0.01
29131075000193,RJ,Maricá,4,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740670000106,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1 TITULOS PUBLICOS RENDA FIXA,63044.7556730000,3.8734440000,244200.33,0.05,8410626309.55,0.00
29131075000193,RJ,Maricá,3,2025,Disponibilidades Financeiras,,,4439/450000045,33 - Banco Santander (Brasil) S.A.,1.0000000000,66346.5400000000,66346.54,0.01,,
29131075000193,RJ,Maricá,11,2025,Disponibilidades Financeiras,,,2280/32995-9,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,4,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,23215097000155,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BRASIL GESTAO ESTRATEGICA RENDA FIXA,11912780.4885030500,2.1162120000,25209969.02,5.46,3388406820.37,0.74
29131075000193,RJ,Maricá,10,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,03737188000143,FUNDO DE INVESTIMENTO CAIXA MULTIMERCADO RV 30 LONGO PRAZO,261535.6822700000,11.4699220000,2999793.88,0.53,316000868.24,0.95
29131075000193,RJ,Maricá,5,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,5057539.2063130000,3.1292122230,15826113.5,3.29,4525393998.58,0.35
29131075000193,RJ,Maricá,3,2025,Disponibilidades Financeiras,,,2280/32995-9,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,4,2025,Renda Variável,Fundo/Classe de Investimento em BDR-Ações - art. 8º  III,30,17502937000168,FUNDO DE INVESTIMENTO EM ACOES CAIXA INSTITUCIONAL BDR NIVEL I,324783.9374855880,8.7040027600,2826920.29,0.61,2231185446.50,0.13
29131075000193,RJ,Maricá,1,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,37573.7163230000,4.4620160000,167654.52,0.04,6117661899.67,0.00
29131075000193,RJ,Maricá,11,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,15154220000147,FUNDO DE INVESTIMENTO EM ACOES CAIXA SMALL CAPS ATIVO,1605361.4792442820,1.5888290000,2550644.87,0.44,493214899.16,0.52
29131075000193,RJ,Maricá,10,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077418000149,BB PREVIDENCIARIO RENDA FIXA REFERENCIADO DI LONGO PRAZO PERFIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,15289199.2876935540,3.8008365510,58111747.49,10.27,23531011291.60,0.25
29131075000193,RJ,Maricá,2,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,15154220000147,FUNDO DE INVESTIMENTO EM ACOES CAIXA SMALL CAPS ATIVO,1605361.4792442820,1.2071460000,1937905.69,0.44,476990371.22,0.41
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740658000193,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,928992.9631139400,4.6932370000,4359984.15,0.84,2260874563.31,0.19
29131075000193,RJ,Maricá,9,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740670000106,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1 TITULOS PUBLICOS RENDA FIXA,63044.7556730000,4.0991770000,258431.61,0.05,9227244946.23,0.00
29131075000193,RJ,Maricá,6,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,3060041.2750310000,3.1610330000,9672891.45,1.88,4686070040.55,0.21
29131075000193,RJ,Maricá,10,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,16833654.4679260660,3.3085415120,55694844.61,9.84,4372866499.07,1.27
29131075000193,RJ,Maricá,8,2025,Disponibilidades Financeiras,,,1244/56-5,104 - Caixa Econômica Federal,1.0000000000,37477.9200000000,37477.92,0.01,,
29131075000193,RJ,Maricá,8,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,24571992000175,ITAU ACOES DUNAMIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,89035.2429577640,26.1865400000,2331524.95,0.43,1120405727.84,0.21
29131075000193,RJ,Maricá,7,2025,Disponibilidades Financeiras,,,2280/31081-6,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,2,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,03543447000103,BB PREVIDENCIARIO RENDA FIXA IMA-B 5 LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,301688.8211157720,28.6386948600,8639974.09,1.97,4030808911.50,0.21
29131075000193,RJ,Maricá,2,2025,Disponibilidades Financeiras,,,1244/89-1,104 - Caixa Econômica Federal,1.0000000000,6320.7200000000,6320.72,0.00,,
29131075000193,RJ,Maricá,11,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,03543447000103,BB PREVIDENCIARIO RENDA FIXA IMA-B 5 LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,539152.3466249650,30.8559655160,16636066.22,2.86,3651128276.63,0.46
29131075000193,RJ,Maricá,5,2025,Disponibilidades Financeiras,,,2280/31081-6,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,4,2025,Disponibilidades Financeiras,,,1244/56-5,104 - Caixa Econômica Federal,1.0000000000,211081.4200000000,211081.42,0.05,,
29131075000193,RJ,Maricá,8,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,11060913000110,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,1419857.2437300000,4.7081800000,6684943.48,1.24,5646183593.13,0.12
29131075000193,RJ,Maricá,2,2025,Disponibilidades Financeiras,,,2280/32995-9,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,1,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,0.0004323710,7.7796540190,0.0,0.00,3269210872.49,0.00
29131075000193,RJ,Maricá,4,2025,Disponibilidades Financeiras,,,8906/31126-4,341 - Itaú Unibanco S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,9,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,03543447000103,BB PREVIDENCIARIO RENDA FIXA IMA-B 5 LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,539152.3466249650,30.2293174940,16298207.46,2.96,3832940344.91,0.43
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,49964637000197,BB PREVIDENCIARIO RENDA FIXA TITULOS PUBLICOS VERTICE ESPECIAL 2027 FIF RESPONSABILIDADE LIMITADA,1565060.6192315290,1.0132126130,1585739.16,0.30,196588322.13,0.81
29131075000193,RJ,Maricá,1,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10577519000190,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1+ TITULOS PÚBLICOS RENDA FIXA LONGO PRAZO,0.0008667090,2.5494560000,0.0,0.00,2662649198.69,0.00
29131075000193,RJ,Maricá,11,2025,Disponibilidades Financeiras,,,2280/70837-2,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,49368.8182310000,8.3025088580,409885.05,0.08,2451056946.54,0.02
29131075000193,RJ,Maricá,1,2025,Disponibilidades Financeiras,,,1244/89-1,104 - Caixa Econômica Federal,1.0000000000,4478.4500000000,4478.45,0.00,,
29131075000193,RJ,Maricá,9,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,13322205000135,BB PREVIDENCIARIO RENDA FIXA IDKA 2 TITULOS PUBLICOS FUNDO DE INVESTIMENTO,15665070.5196953330,4.2391300940,66406271.86,12.05,4111408149.52,1.62
29131075000193,RJ,Maricá,2,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740658000193,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,63990.4730470000,4.4205860000,282875.39,0.06,2366557811.48,0.01
29131075000193,RJ,Maricá,11,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,49368.8182310000,8.6718135200,428117.19,0.07,2405816588.19,0.02
29131075000193,RJ,Maricá,7,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,08070841000187,CAIXA ALOCAÇÃO MACRO FIC MULTIMERCADO LP,618610.4912240000,5.0158160000,3102836.4,0.60,893721052.74,0.35
29131075000193,RJ,Maricá,3,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,3788021.3057320000,3.0669182790,11617551.78,2.60,4878410152.56,0.24
29131075000193,RJ,Maricá,11,2025,Disponibilidades Financeiras,,,1244/000575269414-7,104 - Caixa Econômica Federal,1.0000000000,8271.3000000000,8271.3,0.00,,
29131075000193,RJ,Maricá,4,2025,Disponibilidades Financeiras,,,2280/31081-6,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,6,2025,Renda Variável,Fundo/Classe de Investimento em Ações - Art. 8º  I,30,07882792000114,BB  ACOES  SELECAO FATORIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1075084.0379293700,2.6924700000,2894631.52,0.56,798555619.36,0.36
29131075000193,RJ,Maricá,2,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,3919039.6635720000,3.0401288200,11914385.43,2.72,4711064854.90,0.25
29131075000193,RJ,Maricá,3,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,03737188000143,FUNDO DE INVESTIMENTO CAIXA MULTIMERCADO RV 30 LONGO PRAZO,261535.6822700000,10.4113370000,2722936.13,0.61,346996634.07,0.78
29131075000193,RJ,Maricá,9,2025,Disponibilidades Financeiras,,,2280/70837-2,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,1,2025,Disponibilidades Financeiras,,,4439/450000045,33 - Banco Santander (Brasil) S.A.,1.0000000000,62777.3300000000,62777.33,0.01,,
29131075000193,RJ,Maricá,3,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,1663814.2962621200,7.9611891220,13245940.28,2.96,2993964522.88,0.44
29131075000193,RJ,Maricá,10,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740670000106,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1 TITULOS PUBLICOS RENDA FIXA,3017097.5627693940,4.1512520000,12524732.29,2.21,9418254347.43,0.13
29131075000193,RJ,Maricá,6,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,35292588000189,BB  PREVIDENCIARIO  RENDA  FIXA  ALOCACAO  ATIVA  RETORNO  TOTAL  FUNDO  DE  INVESTIMENTO EM COTAS  DE FUNDOS DE INVESTIMENTO,26252804.0779527354,1.5519620000,40743354.32,7.94,4689015290.65,0.87
29131075000193,RJ,Maricá,5,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,35292588000189,BB  PREVIDENCIARIO  RENDA  FIXA  ALOCACAO  ATIVA  RETORNO  TOTAL  FUNDO  DE  INVESTIMENTO EM COTAS  DE FUNDOS DE INVESTIMENTO,16396545.6755801754,1.5376350880,25211903.95,5.24,4851044752.91,0.52
29131075000193,RJ,Maricá,8,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,03543447000103,BB PREVIDENCIARIO RENDA FIXA IMA-B 5 LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2129385.0086814330,30.0356808500,63957528.53,11.86,3898669266.44,1.64
29131075000193,RJ,Maricá,8,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,30036235000102,FUNDO DE INVESTIMENTO CAIXA BOLSA AMERICANA MULTIMERCADO LONGO PRAZO,1228160.9947121530,3.0583530000,3756149.86,0.70,1994584882.16,0.19
29131075000193,RJ,Maricá,3,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,03543447000103,BB PREVIDENCIARIO RENDA FIXA IMA-B 5 LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1302284.5324787960,28.7886095370,37490960.91,8.38,4015056024.79,0.93
29131075000193,RJ,Maricá,8,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,49964637000197,BB PREVIDENCIARIO RENDA FIXA TITULOS PUBLICOS VERTICE ESPECIAL 2027 FIF RESPONSABILIDADE LIMITADA,1565060.6192315290,1.0241813640,1602905.92,0.30,206236917.97,0.78
29131075000193,RJ,Maricá,6,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077418000149,BB PREVIDENCIARIO RENDA FIXA REFERENCIADO DI LONGO PRAZO PERFIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,15289199.2876935540,3.6182500000,55320145.32,10.78,22585100418.71,0.24
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077415000105,BB PREVIDENCIARIO  FLUXO  RENDA  FIXA  SIMPLES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS  DE INVESTIMENTO,3115447.6207780000,3.1986320560,9965170.63,1.92,4649290481.42,0.21
29131075000193,RJ,Maricá,8,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,10418362000150,BB PREVIDENCIARIO MULTIMERCADO FUNDO DE INVESTIMENTO LONGO PRAZO,743077.2022400000,4.3999097480,3269472.63,0.61,266431668.29,1.23
29131075000193,RJ,Maricá,10,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,07861554000122,BB PREVIDENCIARIO RENDA FIXA IMA-B FUNDO DE INVESTIMENTO,1468350.1522597210,7.5293441780,11055713.67,1.95,467118001.90,2.37
29131075000193,RJ,Maricá,5,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,1663814.2962621200,8.2649206210,13751293.09,2.86,2924383209.55,0.47
29131075000193,RJ,Maricá,9,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,49368.8182310000,8.4156094090,415468.69,0.08,2360701436.65,0.02
29131075000193,RJ,Maricá,4,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,35292588000189,BB  PREVIDENCIARIO  RENDA  FIXA  ALOCACAO  ATIVA  RETORNO  TOTAL  FUNDO  DE  INVESTIMENTO EM COTAS  DE FUNDOS DE INVESTIMENTO,16396545.6755801754,1.5201580010,24925340.1,5.39,4791841508.63,0.52
29131075000193,RJ,Maricá,4,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,03543447000103,BB PREVIDENCIARIO RENDA FIXA IMA-B 5 LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,301688.8211157720,29.2909617560,8836755.72,1.91,3983369670.53,0.22
29131075000193,RJ,Maricá,8,2025,Renda Fixa,Ativos de Renda Fixa Emitidos por Instituições Financeiras - Art. 7º  IV,20,,etra Financeira Santander,1.0000000000,23926128.6200000000,23926128.62,4.44,0.00,0.00
29131075000193,RJ,Maricá,5,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740670000106,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1 TITULOS PUBLICOS RENDA FIXA,63044.7556730000,3.9146520000,246798.28,0.05,8668126500.91,0.00
29131075000193,RJ,Maricá,2,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,35292588000189,BB  PREVIDENCIARIO  RENDA  FIXA  ALOCACAO  ATIVA  RETORNO  TOTAL  FUNDO  DE  INVESTIMENTO EM COTAS  DE FUNDOS DE INVESTIMENTO,16396545.6755801754,1.4887373600,24410150.12,5.56,5045385520.27,0.48
29131075000193,RJ,Maricá,10,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,03543447000103,BB PREVIDENCIARIO RENDA FIXA IMA-B 5 LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,539152.3466249650,30.5336353780,16462281.17,2.91,3804677302.51,0.43
29131075000193,RJ,Maricá,3,2025,Investimentos Estruturados,Fundo/Classe de Investimento Multimercado FIM - Art. 10  I,10,30036235000102,FUNDO DE INVESTIMENTO CAIXA BOLSA AMERICANA MULTIMERCADO LONGO PRAZO,1228160.9947121530,2.5756080000,3163261.28,0.71,1923752057.36,0.16
29131075000193,RJ,Maricá,9,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,03543447000103,BB PREVIDENCIARIO RENDA FIXA IMA-B 5 LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2129385.0086814330,30.2293174940,64369855.49,11.68,3832940344.91,1.68
29131075000193,RJ,Maricá,9,2025,Renda Variável,Fundo/Classe de Investimento em BDR-Ações - art. 8º  III,30,17502937000168,FUNDO DE INVESTIMENTO EM ACOES CAIXA INSTITUCIONAL BDR NIVEL I,324783.9374855880,10.3922727500,3375243.26,0.61,2388351233.64,0.14
29131075000193,RJ,Maricá,11,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,39255739000180,BB PREVIDENCIARIO RENDA FIXA TITULOS PUBLICOS VERTICE ESPECIAL 2026 FIF RESPONSABILIDADE LIMITADA,1634118.4395725270,1.0575928700,1728232.01,0.30,1270847608.67,0.14
29131075000193,RJ,Maricá,5,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,03543447000103,BB PREVIDENCIARIO RENDA FIXA IMA-B 5 LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1302284.5324787960,29.4796289150,38390864.76,7.97,4008316694.85,0.96
29131075000193,RJ,Maricá,7,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,13322205000135,BB PREVIDENCIARIO RENDA FIXA IDKA 2 TITULOS PUBLICOS FUNDO DE INVESTIMENTO,15665070.5196953330,4.1620098070,65198177.13,12.54,4274586990.35,1.53
29131075000193,RJ,Maricá,4,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,35292588000189,BB  PREVIDENCIARIO  RENDA  FIXA  ALOCACAO  ATIVA  RETORNO  TOTAL  FUNDO  DE  INVESTIMENTO EM COTAS  DE FUNDOS DE INVESTIMENTO,0.0001234520,1.5201580010,0.0,0.00,4791841508.63,0.00
29131075000193,RJ,Maricá,9,2025,Disponibilidades Financeiras,,,2280/32995-9,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,2,2025,Renda Fixa,Fundo/Classe de Investimento em Renda Fixa - Geral - Art. 7º  III  a,60,13077418000149,BB PREVIDENCIARIO RENDA FIXA REFERENCIADO DI LONGO PRAZO PERFIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,15289199.2876935540,3.4679944500,53022858.27,12.09,21522738493.95,0.25
29131075000193,RJ,Maricá,8,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,07442078000105,BB PREVIDENCIARIO RENDA FIXA IMA-B TITULOS PUBLICOS FUNDO DE INVESTIMENTO,5344552.6582769350,8.3716918460,44742947.91,8.30,2368943671.83,1.89
29131075000193,RJ,Maricá,6,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10740658000193,FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B TITULOS PUBLICOS RENDA FIXA LONGO PRAZO,63990.4730470000,4.7316280000,302779.11,0.06,2338500539.12,0.01
29131075000193,RJ,Maricá,9,2025,Disponibilidades Financeiras,,,1244/000575269412-0,104 - Caixa Econômica Federal,1.0000000000,216038.6000000000,216038.6,0.04,,
29131075000193,RJ,Maricá,7,2025,Disponibilidades Financeiras,,,1244/56-5,104 - Caixa Econômica Federal,1.0000000000,211031.6400000000,211031.64,0.04,,
29131075000193,RJ,Maricá,1,2025,Disponibilidades Financeiras,,,2280/31081-6,1 - Banco do Brasil S.A.,1.0000000000,0.0000000000,0.0,0.00,,
29131075000193,RJ,Maricá,8,2025,Disponibilidades Financeiras,,,1244/90-5,104 - Caixa Econômica Federal,1.0000000000,2308.3000000000,2308.3,0.00,,
29131075000193,RJ,Maricá,3,2025,Renda Fixa,Fundo/Classe de Investimento - 100% Títulos Públicos SELIC - Art. 7º  I  b,100,10577519000190,FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1+ TITULOS PÚBLICOS RENDA FIXA LONGO PRAZO,0.0008667090,2.5494560000,0.0,0.00,2662649198.69,0.00
